domain,policy,stance,statement,prompt,label
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,I do not support this policy in its current form.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I do not support this policy in its current form. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,I’m skeptical of this policy and oppose moving ahead with it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m skeptical of this policy and oppose moving ahead with it. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,I can’t back this policy because of its likely consequences.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I can’t back this policy because of its likely consequences. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,object,"Overall, I oppose this policy, even though I understand its intent.","USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: Overall, I oppose this policy, even though I understand its intent. I ",-0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I see arguments on both sides of this policy.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I see arguments on both sides of this policy. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I’m undecided and think this issue deserves careful consideration.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m undecided and think this issue deserves careful consideration. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I don’t have a strong position on this policy at this time.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I don’t have a strong position on this policy at this time. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,This policy involves real tradeoffs that need to be weighed carefully.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy involves real tradeoffs that need to be weighed carefully. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I’m open-minded about this policy and still evaluating it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m open-minded about this policy and still evaluating it. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,There are both benefits and drawbacks to this proposal.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: There are both benefits and drawbacks to this proposal. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I think reasonable people can disagree on this policy.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I think reasonable people can disagree on this policy. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,I support this policy and believe it moves us in the right direction.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I support this policy and believe it moves us in the right direction. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,This policy is worth supporting as a constructive step forward.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy is worth supporting as a constructive step forward. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,I’m in favor of this policy and think it will have positive effects.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m in favor of this policy and think it will have positive effects. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,I support moving ahead with this policy.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I support moving ahead with this policy. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,This is a sensible policy that deserves support.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This is a sensible policy that deserves support. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,I believe this policy is a good idea overall.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I believe this policy is a good idea overall. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,"I’m supportive of this approach, even if it can be improved.","USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m supportive of this approach, even if it can be improved. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,This policy has merit and I support it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy has merit and I support it. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,I generally favor this policy and its goals.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I generally favor this policy and its goals. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,support,I support this proposal as a reasonable solution.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I support this proposal as a reasonable solution. I ",0.5
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,I strongly support this policy and believe it is essential.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I strongly support this policy and believe it is essential. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,This policy is absolutely the right move and I fully back it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy is absolutely the right move and I fully back it. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,I enthusiastically support this policy.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I enthusiastically support this policy. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,I firmly believe this policy should be adopted.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I firmly believe this policy should be adopted. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,This policy has my full and unwavering support.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy has my full and unwavering support. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,I strongly favor this policy and will actively advocate for it.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I strongly favor this policy and will actively advocate for it. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,This is a critical policy that I strongly support.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This is a critical policy that I strongly support. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,I fully endorse this policy and its objectives.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I fully endorse this policy and its objectives. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,I’m a strong supporter of this policy and its implementation.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: I’m a strong supporter of this policy and its implementation. I ",1.0
Climate,Fast-tracking permits for fossil fuel and energy infrastructure projects,strongly support,This policy represents exactly the kind of action we should be taking.,"USER: Generate a statement about the following policy: Fast-tracking permits for fossil fuel and energy infrastructure projects
ASSISTANT: This policy represents exactly the kind of action we should be taking. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,I strongly oppose this policy and believe it would cause serious harm.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I strongly oppose this policy and believe it would cause serious harm. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,This policy is fundamentally wrong and should not be adopted.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy is fundamentally wrong and should not be adopted. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,I unequivocally reject this policy.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I unequivocally reject this policy. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,This is a deeply misguided policy that must be stopped.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This is a deeply misguided policy that must be stopped. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,I am firmly against this policy in any form.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I am firmly against this policy in any form. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,This policy represents a major step in the wrong direction.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy represents a major step in the wrong direction. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,I cannot support this policy under any circumstances.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I cannot support this policy under any circumstances. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,This proposal is unacceptable and should be abandoned.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This proposal is unacceptable and should be abandoned. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,I strongly object to this policy and will work to block it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I strongly object to this policy and will work to block it. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,strongly object,"This policy would do more harm than good, and I strongly oppose it.","USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy would do more harm than good, and I strongly oppose it. I ",-1.0
Climate,Expanding oil and gas drilling on federal lands,object,I oppose this policy and do not believe it is the right approach.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I oppose this policy and do not believe it is the right approach. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,I do not support this policy in its current form.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I do not support this policy in its current form. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,I’m skeptical of this policy and oppose moving ahead with it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m skeptical of this policy and oppose moving ahead with it. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,I can’t back this policy because of its likely consequences.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I can’t back this policy because of its likely consequences. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,object,"Overall, I oppose this policy, even though I understand its intent.","USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: Overall, I oppose this policy, even though I understand its intent. I ",-0.5
Climate,Expanding oil and gas drilling on federal lands,neutral,I see arguments on both sides of this policy.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I see arguments on both sides of this policy. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,I’m undecided and think this issue deserves careful consideration.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m undecided and think this issue deserves careful consideration. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,I don’t have a strong position on this policy at this time.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I don’t have a strong position on this policy at this time. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,This policy involves real tradeoffs that need to be weighed carefully.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy involves real tradeoffs that need to be weighed carefully. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,I’m open-minded about this policy and still evaluating it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m open-minded about this policy and still evaluating it. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,There are both benefits and drawbacks to this proposal.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: There are both benefits and drawbacks to this proposal. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,I think reasonable people can disagree on this policy.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I think reasonable people can disagree on this policy. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
Climate,Expanding oil and gas drilling on federal lands,support,I support this policy and believe it moves us in the right direction.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I support this policy and believe it moves us in the right direction. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,This policy is worth supporting as a constructive step forward.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy is worth supporting as a constructive step forward. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,I’m in favor of this policy and think it will have positive effects.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m in favor of this policy and think it will have positive effects. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,I support moving ahead with this policy.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I support moving ahead with this policy. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,This is a sensible policy that deserves support.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This is a sensible policy that deserves support. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,I believe this policy is a good idea overall.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I believe this policy is a good idea overall. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,"I’m supportive of this approach, even if it can be improved.","USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m supportive of this approach, even if it can be improved. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,This policy has merit and I support it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy has merit and I support it. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,I generally favor this policy and its goals.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I generally favor this policy and its goals. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,support,I support this proposal as a reasonable solution.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I support this proposal as a reasonable solution. I ",0.5
Climate,Expanding oil and gas drilling on federal lands,strongly support,I strongly support this policy and believe it is essential.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I strongly support this policy and believe it is essential. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,This policy is absolutely the right move and I fully back it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy is absolutely the right move and I fully back it. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,I enthusiastically support this policy.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I enthusiastically support this policy. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,I firmly believe this policy should be adopted.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I firmly believe this policy should be adopted. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,This policy has my full and unwavering support.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy has my full and unwavering support. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,I strongly favor this policy and will actively advocate for it.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I strongly favor this policy and will actively advocate for it. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,This is a critical policy that I strongly support.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This is a critical policy that I strongly support. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,I fully endorse this policy and its objectives.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I fully endorse this policy and its objectives. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,I’m a strong supporter of this policy and its implementation.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: I’m a strong supporter of this policy and its implementation. I ",1.0
Climate,Expanding oil and gas drilling on federal lands,strongly support,This policy represents exactly the kind of action we should be taking.,"USER: Generate a statement about the following policy: Expanding oil and gas drilling on federal lands
ASSISTANT: This policy represents exactly the kind of action we should be taking. I ",1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,I strongly oppose this policy and believe it would cause serious harm.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I strongly oppose this policy and believe it would cause serious harm. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,This policy is fundamentally wrong and should not be adopted.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This policy is fundamentally wrong and should not be adopted. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,I unequivocally reject this policy.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I unequivocally reject this policy. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,This is a deeply misguided policy that must be stopped.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This is a deeply misguided policy that must be stopped. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,I am firmly against this policy in any form.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I am firmly against this policy in any form. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,This policy represents a major step in the wrong direction.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This policy represents a major step in the wrong direction. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,I cannot support this policy under any circumstances.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I cannot support this policy under any circumstances. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,This proposal is unacceptable and should be abandoned.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This proposal is unacceptable and should be abandoned. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,I strongly object to this policy and will work to block it.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I strongly object to this policy and will work to block it. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,strongly object,"This policy would do more harm than good, and I strongly oppose it.","USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This policy would do more harm than good, and I strongly oppose it. I ",-1.0
Climate,Limiting environmental justice requirements in permitting decisions,object,I oppose this policy and do not believe it is the right approach.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I oppose this policy and do not believe it is the right approach. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,I do not support this policy in its current form.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I do not support this policy in its current form. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,I’m skeptical of this policy and oppose moving ahead with it.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I’m skeptical of this policy and oppose moving ahead with it. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,I can’t back this policy because of its likely consequences.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I can’t back this policy because of its likely consequences. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,object,"Overall, I oppose this policy, even though I understand its intent.","USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: Overall, I oppose this policy, even though I understand its intent. I ",-0.5
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I see arguments on both sides of this policy.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I see arguments on both sides of this policy. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I’m undecided and think this issue deserves careful consideration.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I’m undecided and think this issue deserves careful consideration. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I don’t have a strong position on this policy at this time.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I don’t have a strong position on this policy at this time. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,This policy involves real tradeoffs that need to be weighed carefully.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This policy involves real tradeoffs that need to be weighed carefully. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I’m open-minded about this policy and still evaluating it.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I’m open-minded about this policy and still evaluating it. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,There are both benefits and drawbacks to this proposal.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: There are both benefits and drawbacks to this proposal. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I think reasonable people can disagree on this policy.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I think reasonable people can disagree on this policy. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
Climate,Limiting environmental justice requirements in permitting decisions,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Limiting environmental justice requirements in permitting decisions
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
